02/24/2026 16:30:55.200312,[0.2205805],[2.0881276],414
02/24/2026 16:31:05.200410,[0.22061661],[2.0896368],419
02/24/2026 16:31:15.200573,[0.21967013],[2.095428],415
02/24/2026 16:31:25.200693,[0.21782728],[2.0830832],419
02/24/2026 16:31:35.200835,[0.22007279],[2.0632944],419
02/24/2026 16:31:45.200974,[0.21934304],[2.0715806],419
02/24/2026 16:31:55.201132,[0.22042236],[2.0578976],417
02/24/2026 16:32:05.201254,[0.2195479],[2.070715],419
02/24/2026 16:32:15.201395,[0.22262153],[2.0470786],419
02/24/2026 16:32:25.201540,[0.22366257],[2.0398707],415
02/24/2026 16:32:35.201676,[0.22265035],[2.0553608],420
02/24/2026 16:32:45.201819,[0.24614373],[1.9800118],400
02/24/2026 16:32:55.201969,[0.2339836],[2.0165188],413
02/24/2026 16:33:05.202100,[0.23520961],[2.01274],417
02/24/2026 16:33:15.202241,[0.23464833],[2.0098798],412
02/24/2026 16:33:25.202386,[0.2331629],[2.0194674],411
02/24/2026 16:33:35.202521,[0.2327136],[2.0264707],411
02/24/2026 16:33:45.202678,[0.2321413],[2.0326788],415
02/24/2026 16:33:55.202804,[0.23021692],[2.0427856],406
02/24/2026 16:34:05.202952,[0.23342481],[2.0570772],407
02/24/2026 16:34:15.203085,[0.24864434],[2.0035005],397
02/24/2026 16:34:25.203224,[0.2394236],[2.0265052],407
02/24/2026 16:34:35.203361,[0.24135153],[1.9920872],416
02/24/2026 16:34:45.203501,[0.25013274],[1.9691876],403
02/24/2026 16:34:55.203644,[0.2468721],[2.0005271],408
02/24/2026 16:35:05.203783,[0.24596994],[2.009069],410
02/24/2026 16:35:15.203923,[0.24268372],[2.033679],408
02/24/2026 16:35:25.204058,[0.23633422],[2.0702586],403
02/24/2026 16:35:35.204204,[0.23243329],[2.0904891],390
02/24/2026 16:35:45.204342,[0.23538566],[2.0711417],395
02/24/2026 16:35:55.204479,[0.2401929],[2.060457],396
02/24/2026 16:36:05.204630,[0.23783033],[2.0779936],393
02/24/2026 16:36:15.204786,[0.23688427],[2.0860233],393
02/24/2026 16:36:25.204903,[0.2398947],[2.067107],396
02/24/2026 16:36:35.205042,[0.24589717],[2.0109174],391
02/24/2026 16:36:45.205179,[0.249352],[1.9902422],397
02/24/2026 16:36:55.205322,[0.24965136],[1.9866749],394
02/24/2026 16:37:05.205463,[0.24926075],[1.9884993],397
02/24/2026 16:37:15.205601,[0.25207022],[1.9704875],401
02/24/2026 16:37:25.205743,[0.25422862],[1.959542],397
02/24/2026 16:37:35.205885,[0.25057527],[1.9861872],400
02/24/2026 16:37:45.206019,[0.24921577],[1.9942409],398
02/24/2026 16:37:55.206156,[0.24842432],[2.0031106],401
02/24/2026 16:38:05.206322,[0.24904494],[1.9984221],400
02/24/2026 16:38:15.206447,[0.24837106],[1.9981867],400
02/24/2026 16:38:25.206579,[0.24762712],[2.0014882],399
02/24/2026 16:38:35.206719,[0.24935435],[1.9975622],401
02/24/2026 16:38:45.206861,[0.24999613],[1.9927123],405
02/24/2026 16:38:55.206999,[0.24857986],[2.0001054],399
02/24/2026 16:39:05.207137,[0.24725582],[2.0052316],397
02/24/2026 16:39:15.207281,[0.24792321],[2.0047061],397
02/24/2026 16:39:25.207416,[0.25065687],[1.9929553],402
02/24/2026 16:39:35.207556,[0.2507874],[1.9924052],398
02/24/2026 16:39:45.207702,[0.24957816],[2.001072],394
02/24/2026 16:39:55.207834,[0.24951355],[1.9995959],394
02/24/2026 16:40:05.207973,[0.2504931],[1.9976486],395
02/24/2026 16:40:15.208114,[0.2505827],[1.9944067],396
02/24/2026 16:40:25.208272,[0.24944746],[1.9988436],394
02/24/2026 16:40:35.208396,[0.25061584],[1.9937205],394
02/24/2026 16:40:45.208558,[0.24953341],[1.999488],393
02/24/2026 16:40:55.208671,[0.25025776],[1.9983585],397
02/24/2026 16:41:05.208811,[0.24839094],[2.0087113],396
02/24/2026 16:41:15.208977,[0.2502355],[2.0013165],404
02/24/2026 16:41:25.209092,[0.24996251],[2.001702],397
02/24/2026 16:41:35.209231,[0.25030214],[1.9960514],399
02/24/2026 16:41:45.209395,[0.24953029],[2.0001662],396
02/24/2026 16:41:55.209511,[0.24853548],[2.0038517],396
02/24/2026 16:42:05.209651,[0.24861507],[2.005762],398
02/24/2026 16:42:15.209792,[0.24904816],[2.0070257],400
02/24/2026 16:42:25.209945,[0.2491867],[2.0023096],396
02/24/2026 16:42:35.210065,[0.24725328],[2.0137384],396
02/24/2026 16:42:45.210208,[0.24827014],[2.0084617],396
02/24/2026 16:42:55.210350,[0.24942952],[2.0052385],404
02/24/2026 16:43:05.210484,[0.24801457],[2.0097904],396
02/24/2026 16:43:15.210638,[0.24954979],[2.0023344],400
02/24/2026 16:43:25.210765,[0.24836002],[2.0050368],396
02/24/2026 16:43:35.210899,[0.24711818],[2.0137095],395
02/24/2026 16:43:45.211040,[0.24685429],[2.0134788],391
02/24/2026 16:43:55.211189,[0.24741696],[2.0141258],398
02/24/2026 16:44:05.211327,[0.24764837],[2.0138166],395
02/24/2026 16:44:15.211459,[0.2469868],[2.0160744],396
02/24/2026 16:44:25.211622,[0.2463608],[2.0180657],393
02/24/2026 16:44:35.211736,[0.24689275],[2.0179334],395
02/24/2026 16:44:45.211876,[0.24985825],[2.0038242],400
02/24/2026 16:44:55.212017,[0.24675785],[2.017381],393
02/24/2026 16:45:05.212150,[0.24499999],[2.0260901],394
02/24/2026 16:45:15.212291,[0.24651419],[2.0197883],397
02/24/2026 16:45:25.212436,[0.24609433],[2.0230284],394
02/24/2026 16:45:35.212571,[0.2465492],[2.0186687],397
02/24/2026 16:45:45.212712,[0.24516505],[2.025683],393
02/24/2026 16:45:55.212871,[0.24576916],[2.024276],393
02/24/2026 16:46:05.212991,[0.24590667],[2.0248518],394
02/24/2026 16:46:15.213127,[0.24539927],[2.0273893],393
02/24/2026 16:46:25.213288,[0.24528328],[2.0262344],392
02/24/2026 16:46:35.213402,[0.24648982],[2.0204253],401
02/24/2026 16:46:45.213548,[0.24526837],[2.0262318],395
02/24/2026 16:46:55.213682,[0.24685466],[2.0212657],400
02/24/2026 16:47:05.213821,[0.24504337],[2.036921],401
02/24/2026 16:47:15.213961,[0.24369524],[2.042526],398
02/24/2026 16:47:25.214099,[0.24258171],[2.0519345],397
02/24/2026 16:47:35.214238,[0.24221584],[2.0509434],395
02/24/2026 16:47:45.214379,[0.2416983],[2.0529697],391
02/24/2026 16:47:55.214511,[0.24115846],[2.055676],394
02/24/2026 16:48:05.214660,[0.24081334],[2.056136],394
02/24/2026 16:48:15.214795,[0.24267477],[2.0458233],395
02/24/2026 16:48:25.214932,[0.24203335],[2.0495117],395
02/24/2026 16:48:35.215079,[0.24216609],[2.0484014],397
02/24/2026 16:48:45.215219,[0.24095885],[2.0538094],391
02/24/2026 16:48:55.215362,[0.24107379],[2.0545185],392
02/24/2026 16:49:05.215495,[0.24150917],[2.053732],394
02/24/2026 16:49:15.215649,[0.2364318],[2.0953248],396
02/24/2026 16:49:25.215786,[0.23779507],[2.0872684],405
02/24/2026 16:49:35.215930,[0.23469865],[2.1141632],400
02/24/2026 16:49:45.216079,[0.22173381],[2.1269827],408
02/24/2026 16:49:55.216204,[0.21962813],[2.145493],413
02/24/2026 16:50:05.216345,[0.21748126],[2.1588306],409
02/24/2026 16:50:15.216481,[0.2184238],[2.1531436],413
02/24/2026 16:50:25.216618,[0.21856272],[2.154005],411
02/24/2026 16:50:35.216757,[0.2172965],[2.1583648],411
02/24/2026 16:50:45.216898,[0.21758054],[2.1594625],411
02/24/2026 16:50:55.217032,[0.2181787],[2.1533017],415
02/24/2026 16:51:05.217173,[0.21645483],[2.1643016],409
02/24/2026 16:51:15.217311,[0.21491714],[2.1696603],414
02/24/2026 16:51:25.217446,[0.21398893],[2.1772525],415
02/24/2026 16:51:35.217589,[0.2030651],[2.2263403],409
02/24/2026 16:51:45.217729,[0.20459695],[2.2156537],411
02/24/2026 16:51:55.217865,[0.20408635],[2.2201388],410
02/24/2026 16:52:05.217965,[0.19382165],[2.2839715],416
02/24/2026 16:52:15.218105,[0.19575672],[2.2632782],413
02/24/2026 16:52:25.218246,[0.19840789],[2.2399318],417
02/24/2026 16:52:35.218379,[0.189721],[2.3363585],411
02/24/2026 16:52:45.218519,[0.18802324],[2.3545294],411
02/24/2026 16:52:55.218659,[0.18777727],[2.3615212],410
